2,3,5,7,8,10 ,12 ,13 ,14 ,17 ,20 ,22 ,24, 27, 30, 33 ,35 ,36, 39, 40 ,42, 43 ,44 ,46 ,47 ,48, 51 ,53, 55 ,57 ,59 ,62 ,64 ,66 ,71 ,72 ,75 ,78, 81, 83 ,87, 89 ,91, 93 ,96
149 ,209 ,299 ,390, 509 ,629 ,927 ,1315, 1554, 1853, 2241, 2510, 2720, 2900, 3139, 3378 ,3617, 3826 ,4155 ,4364, 4722, 4991, 5349 ,5707, 5976, 6274, 6454 ,6812, 7051 ,7260, 7470 ,7709, 7888 ,7979, 8249, 8368, 8399, 8460, 8490 ,8491, 8492, 8493 ,8494, 8554 ,8525
